stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,is_trans_ctr,at_trans_ctr,direction
0901C,901,Barack Obama Blvd & W San Carlos,,37.325184,-121.90052,http://scmtd.com/stop/0901,0,0,
0902C,902,Barack Obama Blvd & W San Carlos,,37.324215,-121.900337,http://scmtd.com/stop/0902,0,0,
0904C,904,Diridon Station (Caltrain Depot),,37.330288,-121.902687,http://scmtd.com/stop/0904,0,0,4
0906C,906,W Santa Clara & Delmas Ave,,37.331902,-121.899567,http://scmtd.com/stop/0906,0,0,
0908C,908,W Santa Clara & Almaden Blvd,,37.333908,-121.89518,http://scmtd.com/stop/0908,0,0,
0910C,910,E Santa Clara & S 1st,,37.336311,-121.889877,http://scmtd.com/stop/0910,0,0,
0912C,912,W Santa Clara & S Market,,37.335377,-121.892365,http://scmtd.com/stop/0912,0,0,
0913C,913,W Santa Clara & Delmas Ave,,37.33218,-121.89959,http://scmtd.com/stop/0913,0,0,
0914C,914,E San Fernando & S 7th,,37.337299,-121.883209,http://scmtd.com/stop/0914,0,0,
0915C,915,Barack Obama Blvd & Park Ave,,37.325169,-121.90094,http://scmtd.com/stop/0915,0,0,
0918C,918,Big Basin Way & China Grade Rd,,37.165234,-122.163177,http://scmtd.com/stop/0918,0,0,3
0920C,920,W Santa Clara & Almaden Blvd,,37.33379,-121.895737,http://scmtd.com/stop/0920,0,0,
0923C,923,Barack Obama Blvd & Park Ave,,37.327213,-121.900436,http://scmtd.com/stop/0923,0,0,
0924C,924,E Santa Clara & S 6th,,37.338436,-121.885567,http://scmtd.com/stop/0924,0,0,
0925C,925,E Santa Clara & N 5th,,37.338409,-121.886139,http://scmtd.com/stop/0925,0,0,
1001R,1001,Airport Blvd & Airport Rd,,36.934383,-121.782814,http://scmtd.com/stop/1001,0,0,1
1002R,1002,Airport Blvd (Airport),,36.934322,-121.783485,http://scmtd.com/stop/1002,0,0,2
1005R,1005,Airport Blvd & Holm Rd,,36.931953,-121.787842,http://scmtd.com/stop/1005,0,0,2
1006R,1006,Airport Blvd (Freedom Centre),,36.939846,-121.77655,http://scmtd.com/stop/1006,0,0,1
1015R,1015,Amesti Rd & Green Valley Rd (Amesti School),,36.946316,-121.767708,http://scmtd.com/stop/1015,0,0,1
1020R,1020,Amesti Rd & Mann Ave,,36.956173,-121.781731,http://scmtd.com/stop/1020,0,0,1
1026R,1026,Amesti Rd & Bollinger Pl,,36.967934,-121.793793,http://scmtd.com/stop/1026,0,0,1
1034R,1034,Bowker Rd & Buena Vista Dr,,36.939789,-121.791351,http://scmtd.com/stop/1034,0,0,1
1035R,1035,Bowker Rd & Calabasas Rd,,36.941872,-121.790672,http://scmtd.com/stop/1035,0,0,1
1040R,1040,E Bronte Ave & Ester Way,,36.918427,-121.743027,http://scmtd.com/stop/1040,0,0,2
1044R,1044,Browns Valley Rd & Corralitos Rd,,36.988743,-121.806686,http://scmtd.com/stop/1044,0,0,1
1045R,1045,Clifford Ave (Clifford Manor),,36.924629,-121.773865,http://scmtd.com/stop/1045,0,0,3
1046R,1046,Clifford Ave & Lassen Way,,36.924191,-121.773895,http://scmtd.com/stop/1046,0,0,2
1047R,1047,Clifford Ave & Melrose Ave,,36.926682,-121.772972,http://scmtd.com/stop/1047,0,0,3
1049R,1049,Clifford Ave & Crescent Dr,,36.927647,-121.7715,http://scmtd.com/stop/1049,0,0,2
1051R,1051,Clifford Ave & Freedom Blvd,,36.929779,-121.768669,http://scmtd.com/stop/1051,0,0,2
1052R,1052,College Rd & Parker Dr,,36.933037,-121.734009,http://scmtd.com/stop/1052,0,0,1
1053R,1053,College Rd & Cutter Dr,,36.934174,-121.738052,http://scmtd.com/stop/1053,0,0,1
1054R,1054,College Rd & E Lake Ave,,36.935867,-121.742928,http://scmtd.com/stop/1054,0,0,1
1056R,1056,Corralitos Rd (Bradley Elementary),,36.975407,-121.806442,http://scmtd.com/stop/1056,0,0,2
1057R,1057,Corralitos Rd & Varni Rd,,36.96804,-121.807327,http://scmtd.com/stop/1057,0,0,2
1059R,1059,E Beach & Marchant,,36.912575,-121.753555,http://scmtd.com/stop/1059,0,0,2
1060R,1060,E Beach & Blackburn,,36.915508,-121.749451,http://scmtd.com/stop/1060,0,0,1
1061R,1061,E Beach & Beck,,36.916798,-121.747749,http://scmtd.com/stop/1061,0,0,1
1062R,1062,E Beach & Hushbeck Ave,,36.91856,-121.745316,http://scmtd.com/stop/1062,0,0,1
1064R,1064,E Lake & Sudden,,36.913342,-121.756165,http://scmtd.com/stop/1064,0,0,1
1069R,1069,E Lake & Martinelli (East Lake Village),,36.924847,-121.746262,http://scmtd.com/stop/1069,0,0,2
1070R,1070,E Lake & Martinelli (East Lake Village),,36.925247,-121.745865,http://scmtd.com/stop/1070,0,0,1
1077R,1077,Freedom Blvd & Brennan,,36.916782,-121.760345,http://scmtd.com/stop/1077,0,0,2
1078R,1078,Freedom Blvd & Stanford,,36.920795,-121.760757,http://scmtd.com/stop/1078,0,0,2
1080R,1080,Freedom Blvd & Atkinson Ln,,36.929951,-121.767693,http://scmtd.com/stop/1080,0,0,2
1081R,1081,Freedom Blvd & Sydney Ave,,36.931419,-121.769493,http://scmtd.com/stop/1081,0,0,1
1082R,1082,Freedom Blvd & Blanca Ln,,36.931553,-121.769249,http://scmtd.com/stop/1082,0,0,2
1083R,1083,Freedom Blvd & Davis Ave,,36.933136,-121.771362,http://scmtd.com/stop/1083,0,0,1
1084R,1084,Freedom Blvd & Green Valley Rd,,36.935398,-121.773621,http://scmtd.com/stop/1084,0,0,1
1086R,1086,Freedom Blvd & Airport Blvd (Freedom Centre),,36.937725,-121.776543,http://scmtd.com/stop/1086,0,0,1
1087R,1087,Freedom Blvd & Emme,,36.939388,-121.780052,http://scmtd.com/stop/1087,0,0,1
1088R,1088,Freedom Blvd & Compton Ter,,36.939522,-121.779884,http://scmtd.com/stop/1088,0,0,2
1089R,1089,Freedom Blvd & Bowker Rd,,36.944496,-121.787468,http://scmtd.com/stop/1089,0,0,1
1090R,1090,Freedom Blvd & Bowker Rd,,36.944565,-121.787308,http://scmtd.com/stop/1090,0,0,2
1091R,1091,S Green Valley Rd & Melwood,,36.919697,-121.783035,http://scmtd.com/stop/1091,0,0,2
1092R,1092,S Green Valley Rd & Melwood,,36.920185,-121.783089,http://scmtd.com/stop/1092,0,0,2
1093R,1093,S Green Valley Rd & Oakridge,,36.923981,-121.780571,http://scmtd.com/stop/1093,0,0,2
1094R,1094,S Green Valley Rd & Hope Dr (Kingdom Hall),,36.928143,-121.778175,http://scmtd.com/stop/1094,0,0,2
1095R,1095,S Green Valley Rd & Pennsylvania Dr,,36.930405,-121.776855,http://scmtd.com/stop/1095,0,0,2
1097R,1097,Green Valley Rd & Freedom Blvd,,36.935593,-121.772751,http://scmtd.com/stop/1097,0,0,2
1098R,1098,Green Valley Rd & Holohan Rd (The Towers),,36.939835,-121.770195,http://scmtd.com/stop/1098,0,0,1
1099R,1099,Green Valley Rd & Holohan Rd (The Towers),,36.939571,-121.77005,http://scmtd.com/stop/1099,0,0,2
1100R,1100,Green Valley Rd & Carnation Dr (Medical Plaza),,36.937897,-121.770973,http://scmtd.com/stop/1100,0,0,2
1101R,1101,Green Valley Rd & Amesti Rd,,36.946037,-121.766762,http://scmtd.com/stop/1101,0,0,2
1102R,1102,Green Valley Rd & Amesti Rd,,36.945976,-121.766525,http://scmtd.com/stop/1102,0,0,1
1103R,1103,Green Valley Rd & Behler Rd (Pinto Lake Pk),,36.948223,-121.765282,http://scmtd.com/stop/1103,0,0,1
1105R,1105,Green Valley Rd & Mello View Ln,,36.950825,-121.764969,http://scmtd.com/stop/1105,0,0,2
1106R,1106,Green Valley Rd & Minto Rd,,36.951668,-121.764816,http://scmtd.com/stop/1106,0,0,1
1109R,1109,Green Valley Rd & Trembly Ln,,36.958069,-121.764832,http://scmtd.com/stop/1109,0,0,1
1110R,1110,Green Valley Rd & Klassen Ln,,36.961384,-121.765038,http://scmtd.com/stop/1110,0,0,2
1111R,1111,Green Valley Rd & Klassen Ln,,36.961143,-121.764877,http://scmtd.com/stop/1111,0,0,1
1112R,1112,Green Valley Rd & Dalton Ln,,36.963707,-121.764847,http://scmtd.com/stop/1112,0,0,1
1113R,1113,Green Valley Rd & Rancho Todos Santos Rd,,36.963921,-121.76506,http://scmtd.com/stop/1113,0,0,2
1116R,1116,Hangar Way & Airport Blvd,,36.930271,-121.791168,http://scmtd.com/stop/1116,0,0,2
1118R,1118,Herman Ave (Rolling Hills Middle School),,36.924446,-121.784691,http://scmtd.com/stop/1118,0,0,2
1127R,1127,Lakeview Rd & Parkwood Dr,,36.931274,-121.732437,http://scmtd.com/stop/1127,0,0,1
1130R,1130,Kralj Dr & Lawrence Ave,,36.922462,-121.783279,http://scmtd.com/stop/1130,0,0,2
1136R,1136,Main & Rodriguez,,36.9151,-121.763763,http://scmtd.com/stop/1136,0,0,1
1137R,1137,Main & Auto Center Dr,,36.915791,-121.767921,http://scmtd.com/stop/1137,0,0,1
1139R,1139,Main & Pennsylvania Dr,,36.91634,-121.771217,http://scmtd.com/stop/1139,0,0,1
1141R,1141,Main & Clifford Ave,,36.917484,-121.776237,http://scmtd.com/stop/1141,0,0,2
1142R,1142,Main & Ohlone Pkwy,,36.91724,-121.776535,http://scmtd.com/stop/1142,0,0,1
1143R,1143,Main & S Green Valley Rd,,36.918545,-121.78241,http://scmtd.com/stop/1143,0,0,2
1144R,1144,Main & S Green Valley Rd,,36.918312,-121.782959,http://scmtd.com/stop/1144,0,0,1
1145R,1145,Martinelli & Brewington,,36.926193,-121.759125,http://scmtd.com/stop/1145,0,0,
1147R,1147,Martinelli & Bronson,,36.927055,-121.755745,http://scmtd.com/stop/1147,0,0,
1149R,1149,Martinelli & Washington,,36.926243,-121.751091,http://scmtd.com/stop/1149,0,0,
1151R,1151,Manfre Rd & Larkin Valley Rd,,36.927223,-121.80043,http://scmtd.com/stop/1151,0,0,1
1152R,1152,Manfre Rd & Lucerne Ave,,36.933067,-121.798981,http://scmtd.com/stop/1152,0,0,1
1153R,1153,Manfre Rd (#222),,36.935547,-121.79834,http://scmtd.com/stop/1153,0,0,1
1154R,1154,Manfre Rd & Buena Vista Dr,,36.93935,-121.797974,http://scmtd.com/stop/1154,0,0,1
1177R,1177,Rodriguez & W 5th,,36.911922,-121.762352,http://scmtd.com/stop/1177,0,0,1
1179R,1179,Rodriguez & Ford,,36.913074,-121.764084,http://scmtd.com/stop/1179,0,0,1
1181R,1181,Airport Blvd & Ross Ave,,36.933208,-121.785034,http://scmtd.com/stop/1181,0,0,1
1182R,1182,Shady Oaks Dr & Anna,,36.925869,-121.785385,http://scmtd.com/stop/1182,0,0,1
1183R,1183,Shady Oaks Dr & Jeanette Way,,36.927441,-121.785362,http://scmtd.com/stop/1183,0,0,1
1185R,1185,Sunnyhills Dr & Shady Oaks Dr,,36.929909,-121.78537,http://scmtd.com/stop/1185,0,0,1
1191R,1191,Tuttle Ave & Cedar Dr,,36.921505,-121.741806,http://scmtd.com/stop/1191,0,0,2
1193R,1193,Tuttle Ave & E Lake Ave,,36.922249,-121.746529,http://scmtd.com/stop/1193,0,0,2
1209R,1209,Aptos Beach Dr & Marina Ave,,36.969791,-121.904785,http://scmtd.com/stop/1209,0,0,1
1216R,1216,Bay Ave & Capitola Ave,,36.979069,-121.953644,http://scmtd.com/stop/1216,0,0,2
1217R,1217,Bay Ave & Hill,,36.980904,-121.95549,http://scmtd.com/stop/1217,0,0,2
1219R,1219,Bay & Columbia (Garfield Park Village),,36.962437,-122.034164,http://scmtd.com/stop/1219,0,0,2
1220R,1220,Bay & Columbia (Garfield Park Village),,36.962482,-122.033958,http://scmtd.com/stop/1220,0,0,1
1222R,1222,Bay & Redwood,,36.963928,-122.036446,http://scmtd.com/stop/1222,0,0,2
1223R,1223,Bay & Seaside,,36.965504,-122.038521,http://scmtd.com/stop/1223,0,0,1
1224R,1224,Bay & Seaside,,36.965202,-122.038338,http://scmtd.com/stop/1224,0,0,2
1225R,1225,Bay & Mission (Bay View School),,36.966209,-122.039833,http://scmtd.com/stop/1225,0,0,2
1226R,1226,Bay & Mission,,36.966919,-122.040604,http://scmtd.com/stop/1226,0,0,1
1227R,1227,Bay & King,,36.9683,-122.043312,http://scmtd.com/stop/1227,0,0,1
1228R,1228,Bay & Escalona Dr,,36.96941,-122.045906,http://scmtd.com/stop/1228,0,0,1
1230R,1230,Bay Dr & Iowa Dr,,36.974297,-122.0504,http://scmtd.com/stop/1230,0,0,1
1231R,1231,Bay Dr & Nobel Dr,,36.973709,-122.05011,http://scmtd.com/stop/1231,0,0,2
1232R,1232,Bay Dr & Meder,,36.975456,-122.052437,http://scmtd.com/stop/1232,0,0,1
1236R,1236,Big Basin Way & Hwy 9,,37.125347,-122.122658,http://scmtd.com/stop/1236,0,0,1
1237R,1237,Big Basin Way & Boulder Brook Dr,,37.1306,-122.134613,http://scmtd.com/stop/1237,0,0,1
1238R,1238,Big Basin Way & Redwood Ave,,37.124828,-122.12619,http://scmtd.com/stop/1238,0,0,2
1239R,1239,Big Basin Way & Ridge Dr (Forest Pool),,37.135456,-122.1409,http://scmtd.com/stop/1239,0,0,1
1240R,1240,Big Basin Way (Brackenbrae Br),,37.138317,-122.143929,http://scmtd.com/stop/1240,0,0,1
1241R,1241,Big Basin Way & Acorn Dr,,37.139378,-122.148872,http://scmtd.com/stop/1241,0,0,1
1242R,1242,Big Basin Way & Acorn Dr,,37.138859,-122.148087,http://scmtd.com/stop/1242,0,0,2
1243R,1243,Big Basin Way & Fallen Leaf Dr,,37.144855,-122.156685,http://scmtd.com/stop/1243,0,0,1
1244R,1244,Big Basin Way & Fallen Leaf Dr,,37.144703,-122.156837,http://scmtd.com/stop/1244,0,0,2
1246R,1246,Big Basin Way & Jamison Creek Rd,,37.146034,-122.157898,http://scmtd.com/stop/1246,0,0,2
1247R,1247,Big Basin Way (Country Club),,37.153385,-122.161385,http://scmtd.com/stop/1247,0,0,2
1250R,1250,Bonny Doon Rd & Phillips Ranch Rd (Mc Henry Vnyd),,37.065868,-122.151726,http://scmtd.com/stop/1250,0,0,1
1251R,1251,Bonny Doon Rd (Country Estates Terrace),,37.052711,-122.160866,http://scmtd.com/stop/1251,0,0,1
1254R,1254,Broadway & Riverside Ave,,36.971329,-122.022049,http://scmtd.com/stop/1254,0,0,2
1255R,1255,Broadway & Clay,,36.972656,-122.019501,http://scmtd.com/stop/1255,0,0,1
1256R,1256,Broadway & Clay,,36.972805,-122.019524,http://scmtd.com/stop/1256,0,0,2
1257R,1257,Broadway & Ocean,,36.973503,-122.017769,http://scmtd.com/stop/1257,0,0,1
1258R,1258,Broadway & Pine,,36.974903,-122.012794,http://scmtd.com/stop/1258,0,0,1
1259R,1259,Broadway & Cayuga,,36.975063,-122.010559,http://scmtd.com/stop/1259,0,0,1
1260R,1260,Broadway & Seabright Ave,,36.975346,-122.00885,http://scmtd.com/stop/1260,0,0,2
1262R,1262,Brommer (Sorrento Oaks),,36.971954,-121.993874,http://scmtd.com/stop/1262,0,0,1
1263R,1263,Brommer & Captains Ct,,36.972103,-121.993774,http://scmtd.com/stop/1263,0,0,2
1265R,1265,Brommer & El Dorado Ave,,36.971947,-121.989578,http://scmtd.com/stop/1265,0,0,1
1266R,1266,Brommer & El Dorado Ave,,36.972061,-121.989075,http://scmtd.com/stop/1266,0,0,2
1267R,1267,Brommer & 17th Ave,,36.971119,-121.985313,http://scmtd.com/stop/1267,0,0,1
1269R,1269,Brommer & 17th Ave,,36.971306,-121.98539,http://scmtd.com/stop/1269,0,0,2
1285R,1285,Capitola Ave & Hill,,36.981819,-121.952354,http://scmtd.com/stop/1285,0,0,1
1287R,1287,Capitola Ave & Gary,,36.984486,-121.951752,http://scmtd.com/stop/1287,0,0,1
1288R,1288,Capitola Rd & 7th Ave,,36.979492,-121.992188,http://scmtd.com/stop/1288,0,0,2
1289R,1289,Capitola Rd & 7th Ave,,36.97905,-121.991577,http://scmtd.com/stop/1289,0,0,1
1290R,1290,Capitola Rd & El Dorado Ave,,36.977577,-121.988701,http://scmtd.com/stop/1290,0,0,1
1291R,1291,Capitola Rd & Jose Ave,,36.977852,-121.988724,http://scmtd.com/stop/1291,0,0,2
1293R,1293,Capitola Rd & 17th Ave,,36.975636,-121.982391,http://scmtd.com/stop/1293,0,0,1
1294R,1294,Capitola Rd & 17th Ave (Live Oak Senior Ctr),,36.975834,-121.981972,http://scmtd.com/stop/1294,0,0,2
1297R,1297,Capitola Rd & Woodrose Ave,,36.975285,-121.978172,http://scmtd.com/stop/1297,0,0,1
1298R,1298,Capitola Rd & Maciel Ave,,36.975441,-121.976852,http://scmtd.com/stop/1298,0,0,2
1299R,1299,Capitola Rd & 30th Ave,,36.973675,-121.974098,http://scmtd.com/stop/1299,0,0,1
1300R,1300,Capitola Rd & 30th Ave,,36.973789,-121.972603,http://scmtd.com/stop/1300,0,0,2
1301R,1301,Capitola Rd & Thompson Ave,,36.973602,-121.970589,http://scmtd.com/stop/1301,0,0,1
1302R,1302,Capitola Rd & 41st Ave,,36.973602,-121.966553,http://scmtd.com/stop/1302,0,0,1
1303R,1303,Capitola Rd & 41st Ave,,36.973621,-121.964485,http://scmtd.com/stop/1303,0,0,1
1304R,1304,Capitola Rd & 41st Ave,,36.973843,-121.963669,http://scmtd.com/stop/1304,0,0,2
1305R,1305,Capitola Rd & 44th Ave,,36.973618,-121.960815,http://scmtd.com/stop/1305,0,0,1
1306R,1306,Capitola Rd & 43rd Ave,,36.973843,-121.961472,http://scmtd.com/stop/1306,0,0,2
1307R,1307,Capitola Rd & 47th Ave,,36.973656,-121.958023,http://scmtd.com/stop/1307,0,0,1
1312R,1312,Center Ave & East,,36.974327,-121.910355,http://scmtd.com/stop/1312,0,0,1
1314R,1314,Center Ave & Santa Clara Ave,,36.974442,-121.908646,http://scmtd.com/stop/1314,0,0,1
1315R,1315,Center Ave & El Camino Del Mar,,36.974503,-121.907295,http://scmtd.com/stop/1315,0,0,1
1325R,1325,Clubhouse Dr & St Andrews Dr,,36.964104,-121.879417,http://scmtd.com/stop/1325,0,0,1
1328R,1328,Clubhouse Dr & Locke Dr,,36.967808,-121.883453,http://scmtd.com/stop/1328,0,0,1
1331R,1331,Clubhouse Dr & Los Altos Dr,,36.970222,-121.885704,http://scmtd.com/stop/1331,0,0,1
1332R,1332,Clubhouse Dr & Murray Ave,,36.972874,-121.887932,http://scmtd.com/stop/1332,0,0,1
1341R,1341,Bay & High (UCSC - Main Gate),,36.977638,-122.05368,http://scmtd.com/stop/1341,0,0,1
1342R,1342,Coolidge Dr & Hagar Ct  (UCSC - Lower Campus),,36.981369,-122.051926,http://scmtd.com/stop/1342,0,0,1
1344R,1344,Coral (Granite Rock),,36.984577,-122.032249,http://scmtd.com/stop/1344,0,0,2
